surveyid,village,survey_date,femaleres,age,married,children,hhsize,edu,hh_children,cons_nondurable,asset_livestock,asset_durable,asset_phone,asset_savings,asset_land_owned_total,asset_niceroof,cons_allfood,cons_ownfood,cons_alcohol,cons_tobacco,depressed
704,64,20-Sep-61,1,24,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
531,85,27-Sep-61,1,48,1,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
242,13,10-Sep-61,1,35,1,6,8,12,6,101.40798,4.1303144,48.846878,0,0,0.25,0,62.082058,3.8703811,0,4.1868749,0
956,179,13-Nov-61,1,78,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
803,53,17-Oct-61,1,29,1,2,4,9,2,412.6875,507.73999,258.64822,60.858406,0,0.5,0,302.50174,36.034584,0,0,0
1099,167,27-Sep-61,1,23,1,4,6,9,4,66.052345,0,167.36061,24.023054,0,0,0,29.563993,2.6692283,0,0,0
1315,192,1-Nov-61,1,26,1,4,6,8,4,422.21664,33.042515,102.49837,0,0,0,0,400.1955,14.894294,0,0,0
516,104,9-Nov-61,1,29,1,2,4,8,2,376.17819,106.02181,68.225479,0,4.0038424,0,0,293.54651,39.504581,0,3.4890628,1
1379,46,10-Oct-61,1,34,1,2,4,10,2,126.88748,24.781887,485.26572,64.061478,0,1,0,97.112244,3.0696127,0,0,0
424,43,20-Jul-60,0,21,1,0,2,10,0,131.22881,0,160.95447,32.030739,100.89683,0,0,86.412453,4.5376887,0,0,0
766,54,27-Nov-61,1,29,1,1,3,9,1,170.30019,20.651573,118.51374,32.030739,0,0.5,0,153.03029,16.015369,0,0,0
1327,201,30-Oct-61,1,35,1,6,8,10,6,172.36542,44.750278,270.17929,72.069168,0,1,0,91.994957,3.3365355,0,0,0
664,121,9-Nov-61,1,24,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
272,17,16-Oct-61,1,35,1,4,6,10,4,160.05264,218.58374,290.67896,64.061478,0,0.25,0,134.56151,18.951519,0,0,0
527,28,28-Apr-60,0,35,1,0,2,7,0,299.45288,44.750278,99.455444,16.015369,0,2.75,0,251.43347,26.49209,0,0,0
1294,75,24-Nov-61,1,31.9,1,4,6,10,4,207.18741,8.2606287,171.36446,24.023054,1.601537,1,0,163.17183,15.348062,0,0,0
743,65,21-Sep-61,1,40,1,3,5,19,3,206.34126,522.54071,146.54063,24.023054,0,0,0,136.79451,15.748446,0,0,0
872,65,21-Sep-61,1,20,1,1,3,8,1,107.35636,0,232.22287,0,0,0,0,76.526772,6.6730709,0,0,0
1283,80,19-Oct-61,1,54,0,0,1,9,0,37.653664,727.00995,222.61365,52.850719,0,2,0,31.541128,6.4862247,0,0,0
1367,87,15-Oct-61,1,31,1,5,7,9,5,170.33107,41.303146,132.1268,24.023054,0,0.85000002,0,103.15995,7.5005312,0,0,0
586,13,2-Oct-61,0,63,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,111,22-Sep-61,1,27,1,3,5,14,3,340.06165,342.85342,328.31509,64.061478,32.030739,0.5,0,264.93619,36.30151,0,0,0
1293,171,31-Oct-61,1,36,0,4,6,10,4,160.07706,16.521257,238.62901,76.873779,0,0.25,0,105.64882,8.1678391,0,0,0
473,60,25-Nov-61,0,52,0,2,4,9,2,83.244843,0,535.71411,40.038425,0,3,0,50.079681,2.6692283,0,4.8846879,1
768,17,28-Sep-61,1,19,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,15,1-Aug-60,1,23,1,3,5,9,3,144.02547,0,134.52911,0,0,0.25,0,93.367317,5.9256868,13.956251,0,1
1271,266,13-Nov-61,1,31,0,2,3,10,2,71.794617,57.824402,118.51374,24.023054,4.8046112,0.25,0,40.124222,3.8436887,0,0,0
847,149,14-Dec-61,0,20,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
131,27,13-Nov-61,1,27,1,2,4,8,2,246.70189,153.86201,99.135139,0,16.015369,0,0,183.54794,8.5415306,0,0,0
670,41,9-Oct-61,1,29,0,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1
663,63,19-Sep-61,1,36,1,5,7,9,5,297.93124,20.651573,221.97302,24.023054,12.011527,0.5,0,147.79671,7.0467629,83.737503,14.654063,1
347,29,8-Oct-61,1,34,1,4,7,14,4,241.68604,98.444366,166.88016,16.015369,8.0076847,0,0,183.31535,1.4413832,0,0,0
1030,171,23-Oct-61,1,22,1,2,4,9,2,77.064621,41.303146,72.069168,8.0076847,48.046108,0.25,0,64.315056,2.6692283,0,0,1
64,12,14-Nov-61,1,28,1,7,9,10,7,345.68985,28.912201,342.72891,56.053795,9.6092224,1,0,293.54648,9.2355289,0,0,1
340,61,14-Nov-61,1,22,1,1,3,1,1,236.89783,67.12542,361.94736,32.030739,0,0,0,153.75136,2.1353827,,0,0
1318,15,2-Oct-61,1,30,1,6,8,10,6,138.27174,0,514.89417,40.038425,8.0076847,1,0,84.900528,6.6730709,0,0,0
207,37,17-Nov-61,1,23,1,0,2,9,0,78.803246,225.1208,139.33372,0,0,0,0,55.12719,0.48046109,0,0,0
213,42,17-Nov-61,1,17,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
346,61,13-Dec-61,1,25,1,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
105,22,16-Nov-61,1,23,1,1,3,10,1,140.77129,0,152.14601,24.023054,0,0,0,57.918442,0,0,0,0
567,29,12-Sep-61,1,24,1,3,5,10,3,112.44315,0,83.279922,32.030739,16.015369,0,0,75.596359,3.3365355,0,6.9781256,0
1028,16,13-Sep-61,1,23,1,4,6,9,4,254.82436,455.41229,120.11527,24.023054,0,1.5,0,233.20895,16.655985,0,0,0
152,8,4-Sep-61,1,33,0,4,5,10,4,244.3017,1028.5602,148.14217,24.023054,60.858406,1.35,0,221.70668,37.302467,0,0,0
174,9,28-Sep-61,1,30,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
168,23,5-Dec-61,1,25,0,3,4,10,3,70.432549,0,140.13449,32.030739,0,1,0,39.496189,0,0,0,0
971,50,11-Sep-61,1,32,1,4,6,8,4,135.69832,4.1303144,76.873779,16.015369,0,1.25,0,119.12242,6.7758365,0,0,0
888,127,21-Nov-61,1,43,1,6,9,6,6,115.12438,0,32.671356,0,0,2.5,0,89.494461,1.8017291,,0,0
878,79,3-Oct-61,1,42,1,2,4,9,2,278.995,530.80133,285.87436,16.015369,28.827665,6.1500001,0,217.22905,24.9039,,0,0
276,43,3-Nov-61,1,37,1,6,9,10,6,206.21884,37.172832,235.10564,32.030739,35.233814,1.5,0,138.98099,1.7083061,0,0,0
1196,20,15-Jun-60,1,41,0,3,4,14,3,187.98746,426.50009,345.93201,24.023054,0,4,0,173.06914,20.966789,0,0,0
18,1,23-Nov-61,1,31,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
646,38,16-Oct-61,1,55,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
435,23,11-Sep-61,1,61,1,0,2,4,0,132.65169,206.19279,66.463783,0,0,9,0,129.59541,26.011629,0,0,0
362,6,13-Sep-61,1,47,1,2,5,1,2,407.40048,2754.5317,319.50662,0,5.9256868,3,0,319.83072,52.423645,8.3737497,0,1
1246,189,27-Oct-61,1,21,1,2,3,10,2,102.3916,283.3024,294.36249,32.030739,0,0.25,0,73.270317,13.613065,0,0,0
1347,15,31-Aug-61,1,34,0,1,3,9,1,111.70721,4.1303144,388.85318,0,0,2,0,65.129166,14.947679,0,0,0
371,72,15-Nov-61,0,20,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,102,14-Dec-61,0,42,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,13-Dec-61,1,31,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1123,219,10-Nov-61,1,26,1,2,4,9,2,170.45998,53.694088,135.32988,0,3.203074,2,0,139.28339,4.0038424,0,0,0
281,12,12-Sep-61,0,23,1,1,2,10,1,94.386963,232.69824,198.59059,24.023054,0,0,0,87.180046,0.93422991,0,0,0
275,34,27-Oct-61,1,25,1,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
92,8,6-Nov-61,1,47,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
509,8,14-Sep-61,1,41,0,3,4,10,3,34.618561,37.172832,99.295296,0,0,0.5,0,30.203655,0.52583796,0,0,0
760,70,6-Nov-61,1,58,1,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1
107,7,5-Oct-61,1,23,1,1,3,10,1,101.77195,8.2606287,127.32219,24.023054,0,0,0,54.545681,1.3079218,4.8846879,1.3956251,0
1110,169,20-Sep-61,1,20,1,4,6,10,4,181.14146,20.651573,215.40672,0,19.218445,1.5,0,113.74345,6.0858407,0,0,0
573,97,11-Dec-61,1,19,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
640,7,3-Sep-61,1,22,1,0,2,10,0,57.714813,0,16.015369,9.6092224,0,0,0,50.61467,0.53384566,,0,1
1177,75,4-Oct-61,1,35,1,2,4,12,2,220.15794,38.8964,216.20749,48.046108,0,1.5,0,189.85153,31.176586,0,0,0
1369,46,10-Oct-61,1,36,1,3,6,8,3,143.51715,83.646683,202.43428,24.023054,6.406148,2.5,0,112.60368,0.66730708,0,10.467188,0
991,210,28-Nov-61,1,36,1,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,1
820,117,10-Nov-61,1,32,1,2,4,9,2,205.95499,24.781887,215.40672,48.046108,0,4,0,149.63426,9.3422985,0,0,0
343,21,11-Oct-61,1,43,1,3,5,10,3,98.618835,20.651573,192.98521,0,0,4,0,83.644463,6.6730709,0,0,1
1101,168,30-Oct-61,1,44,1,5,7,8,5,229.37061,28.912201,269.05823,44.843037,8.0076847,1,0,137.46907,15.214602,,,0
776,159,6-Oct-60,1,49,1,4,7,8,4,103.22668,597.92676,193.78598,0,0,2,0,76.294167,11.744604,0,0,0
1322,220,23-Sep-60,1,34,1,3,5,10,3,93.990005,0,78.475311,0,0,1.5,0,33.425224,2.0019212,0,0,0
736,44,15-Oct-61,1,34,0,3,5,1,3,92.233276,86.053429,73.6707,0,0,0.25,0,81.062553,7.7941465,0,0,0
699,64,17-Sep-61,1,36,1,4,6,14,4,66.336807,20.651573,171.36446,32.030739,0,0,0,43.264378,3.0429204,1.3956251,0,0
80,7,25-Sep-61,1,37,0,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
553,80,27-Sep-61,1,57,1,4,7,1,4,177.57614,83.646683,113.70913,0,0,1,0,91.413437,5.2850723,0,0,0
1323,246,16-Nov-61,1,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1333,190,27-Sep-61,1,29,1,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
772,66,26-Sep-61,1,58,1,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
208,7,11-Oct-61,1,45,1,3,6,9,3,195.83481,171.42671,352.49829,32.030739,0,3.4000001,0,121.25656,2.6692283,0,0,0
717,43,28-Aug-60,1,31,1,4,6,9,4,73.361076,422.36978,198.59059,32.030739,0,0,0,47.869942,4.8046117,0,0,0
359,53,30-Oct-61,1,23,1,3,5,10,3,138.7236,20.651573,166.55984,0,16.015369,0.5,0,121.18678,11.557758,0,0,0
965,150,31-Oct-61,1,36,1,4,7,10,4,187.93864,396.54752,279.4682,24.023054,0,2,0,114.47615,5.6454177,0,0,0
256,24,25-Sep-61,1,35,1,3,6,10,3,238.73579,408.25528,306.69434,32.030739,0,1,0,185.61813,11.210759,,0,0
861,72,29-Nov-61,1,21,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
784,70,19-Nov-61,1,23,1,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,102,21-Sep-61,1,48,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,100,8-Oct-61,1,35,1,5,7,14,5,124.22969,76.069229,401.98578,48.046108,0,0.5,0,109.78917,19.752289,0,0,0
842,54,2-Oct-61,1,19,0,0,2,1,0,34.351826,33.042515,35.233814,0,0,1,0,32.029594,4.0038424,0,0,0
1366,45,11-Oct-61,1,73,0,0,2,1,0,110.49004,387.6037,54.452259,0,0,3,0,101.60151,10.009606,0,0,1
675,23,13-Oct-61,1,36,1,2,4,7,2,56.206326,24.781887,204.19597,40.038425,1.7616907,1,0,20.58547,0,0,2.442344,0
612,92,8-Oct-61,1,40,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
216,15,19-Oct-61,1,19.4,1,2,4,11,2,260.03622,185.53818,281.06973,88.084534,256.24591,2,0,210.04158,17.136446,0,0,0
565,44,15-Sep-61,1,37,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
446,74,24-Oct-61,1,18,1,3,4,9,3,166.94878,20.651573,66.463783,48.046108,48.046108,0,0,129.79314,3.203074,0,0,0
891,53,12-Oct-61,1,37,1,5,7,10,5,154.61122,250.94307,185.77829,20.819981,0,2,0,120.60526,10.783681,0,4.8846879,0
600,20,15-Oct-61,1,21,1,3,5,5,3,45.376122,183.81764,133.24788,15.855216,0,0.5,0,36.821243,1.8684598,0,0,1
1006,206,9-Nov-61,1,37,0,4,5,9,4,295.77679,167.29337,136.93141,4.8046112,4.8046112,1,0,90.296944,8.0076847,0,0,0
1183,51,5-Sep-61,1,22,0,3,7,8,3,236.82538,20.651573,199.2312,0,9.6092224,0,0,189.3398,7.8208394,0,0,1
1016,16,13-Sep-61,1,26,1,2,4,11,2,199.81538,94.314049,381.48611,67.264557,0,0,0,172.52252,24.316669,0,0,0
661,60,3-Oct-61,1,35,1,3,5,10,3,172.94025,103.25787,534.11261,128.12296,32.030739,0.25,0,124.73399,17.416716,0,0,0
997,88,11-Oct-61,0,25.9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
814,10,3-Oct-61,0,51,0,2,3,14,2,152.86555,75.386055,118.51374,0,7.6873775,4.5,0,105.62556,5.8723021,14.654063,7.8155007,0
178,7,16-Oct-61,1,49,1,0,3,14,0,292.14703,355.24435,389.01334,32.030739,0,2.5,0,212.48392,38.917351,0,7.3270316,0
502,43,1-Oct-61,1,81,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,3-Oct-61,1,25,0,3,4,10,3,191.01572,342.85342,101.05698,0,8.0076847,0,0,140.26033,0,0,0,0
723,24,8-Oct-61,1,34,1,5,8,10,5,147.73798,28.912201,177.61046,0,0,2,0,86.063545,0.53384566,34.890629,6.9781256,0
1353,254,7-Nov-61,1,27,1,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,16,18-Sep-61,1,67,1,3,5,1,3,309.73917,220.30728,143.81802,24.023054,0,2.75,0,221.7881,18.951521,0,0,1
352,60,7-Nov-61,1,56,1,2,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
829,126,25-Sep-61,1,32,1,4,6,14,4,397.11215,146.28458,270.65976,68.866089,40.038425,0,0,265.14548,33.098431,0,0,0
734,48,5-Oct-61,1,33,1,8,10,10,8,179.13687,229.25111,168.96216,16.015369,0,2,0,130.83986,12.972449,0,14.654063,0
239,47,27-Nov-61,1,19,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1
674,97,5-Nov-61,0,20,0,0,2,14,0,95.677345,0,152.94678,16.015369,0,5,0,71.26992,2.1353827,0,0,0
1269,41,1-Sep-61,1,26,1,4,6,12,4,297.22049,53.010906,44.042267,0,28.827665,2,0,239.69862,25.624592,0,0,0
1141,61,2-Oct-61,1,18,1,3,4,8,3,129.45967,79.516365,178.57138,0,1.601537,0.5,0,120.38429,19.605482,0,0,0
283,27,26-Oct-61,1,31,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,44,5-Sep-61,1,32,1,2,4,1,2,234.53081,245.77237,219.25041,104.09991,0,1,0,122.75687,10.076337,0,0,0
513,105,16-Nov-61,1,22,1,2,4,9,2,124.54619,0,106.34206,48.046108,0,0,0,53.731567,2.0019212,0,0,0
413,57,5-Dec-61,1,40,1,6,9,7,6,63.573395,34.766083,125.40034,19.218445,0,2,0,40.124222,1.601537,0,0,0
45,9,8-Nov-61,1,46,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1
988,60,8-Oct-61,1,19,1,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,68,26-Nov-61,1,35,1,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
372,37,12-Sep-61,1,34,1,3,5,10,3,252.52844,193.7988,361.38681,80.076851,86.483002,4,0,209.36702,33.045044,0,0,0
380,26,18-Oct-61,1,24,1,3,5,10,3,84.990616,71.255737,52.049953,16.015369,6.406148,0,0,54.411934,7.7474351,0,0,0
983,202,12-Nov-61,1,20,1,2,4,10,2,119.92842,0,196.66875,40.038425,0,0,0,73.270317,1.1210759,0,0,0
1227,116,19-Sep-61,1,21,1,1,3,7,1,94.075424,0,134.52911,24.023054,0,0.25,0,43.84589,4.5376887,0,0,1
331,50,10-Oct-61,1,33,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,164,8-Nov-61,1,35,1,3,5,10,3,67.047203,53.010906,165.75908,0,0,0,0,51.405525,3.1496894,0,0,0
604,56,7-Nov-61,1,34,1,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
422,71,12-Dec-61,1,31,1,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,181,3-Nov-61,1,22,1,5,7,9,5,114.45079,620.30194,285.55405,0,0,4,0,84.435326,11.611143,0,0,0
525,108,15-Nov-61,1,23,1,2,4,9,2,72.365067,4.1303144,79.276085,0,0,0,0,29.075523,1.5481524,0,0,0
420,52,26-Oct-61,1,17,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,3-Nov-61,1,56,1,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,188,27-Oct-61,1,22,1,2,4,9,2,116.2182,26.505453,118.51374,0,0,0,0,93.134712,13.207341,0,0,0
879,111,23-Nov-61,1,41,0,5,8,14,5,458.02283,74.345665,511.69107,32.030739,48.046108,1.75,0,378.09811,69.720245,0,0,0
961,54,15-Jul-60,1,28,0,3,4,13,3,126.77462,0,630.20483,176.16907,0,0,0,99.089386,0,0,0,0
39,3,18-Nov-61,1,45,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,151,30-Oct-61,1,26,1,3,5,11,3,128.73288,37.172832,121.71681,28.827665,0,0,0,96.879639,10.943836,0,0,0
544,21,16-May-60,1,26,1,3,5,9,3,216.65213,12.390944,615.95111,48.046108,0,2,0,109.69614,10.762329,0,0,0
732,100,21-Nov-61,1,29,1,1,3,3,1,104.49572,0,63.260712,0,0,1.5,0,76.015053,5.3384566,0,0,0
816,35,5-Sep-61,1,41,1,4,6,8,4,92.992104,167.29337,117.55282,32.030739,80.076851,0.5,0,87.22657,3.203074,0,0,0
383,70,5-Nov-61,1,58,0,1,4,9,1,184.37047,16.521257,184.17676,0,0,1.5,0,159.51996,0,0,0,1
144,10,6-Dec-61,1,22,1,5,7,11,5,201.33075,238.55212,171.36446,33.632278,6.406148,1.5,0,166.68417,11.878066,0,0,0
40,2,11-Sep-61,1,22,1,1,3,7,1,69.041115,0,51.249184,9.6092224,0,0.25,0,54.126995,1.0676913,4.1868749,1.3956251,0
923,52,20-Oct-61,1,58,0,0,2,1,0,163.91693,143.87782,99.615601,0,16.015369,2,0,158.8454,5.9790716,0,0,0
1054,164,1-Nov-61,1,29,1,3,5,8,3,403.61172,539.06201,1342.8888,48.046108,0,1.5,0,239.90796,5.6854563,0,0,0
202,29,29-Oct-61,1,23,1,3,5,10,3,90.334312,171.42671,118.51374,19.218445,0,0,0,56.755417,2.1353827,0,,0
139,23,24-Oct-61,1,24,1,0,3,5,0,73.510551,1751.4398,215.40672,0,0,3,0,61.872711,7.8742232,0,0,1
755,72,29-Nov-61,0,35,1,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
192,24,6-Nov-61,1,49,0,1,2,11,1,166.82945,0,342.72891,24.023054,0,5,0,107.62596,4.5376887,0,0,0
288,48,24-Oct-61,1,40,0,1,3,8,1,128.79027,45.433456,257.84744,19.218445,0,0,0,79.783241,5.9790716,0,0,0
680,143,30-Sep-60,1,21,1,1,3,9,1,71.232178,8.2606287,108.10374,32.030739,0,0,0,42.217663,3.6034582,0,0,0
458,5,31-Aug-61,1,41,1,6,8,7,6,172.91872,8.2606287,68.545784,0,11.531066,0.5,0,135.28259,1.0676913,0,0,0
142,10,26-Dec-61,0,21,0,1,3,10,1,326.84702,0,490.87109,24.023054,0,0,0,234.46501,0,0,0,0
1168,105,4-Oct-61,1,32,1,2,4,9,2,282.80286,476.06387,337.12354,40.038425,22.421518,2.5,0,182.01277,19.111673,0,29.308126,0
25,4,25-Sep-61,1,28,1,2,4,10,2,198.56389,132.52727,206.91858,0,0,0,0,153.05354,3.3365355,0,0,0
958,16,21-Jun-60,1,34,1,3,5,10,3,347.59073,518.4104,397.18118,32.030739,0,1,0,275.86856,42.974579,0,0,0
366,33,15-Sep-60,1,51,1,7,11,9,7,337.00723,107.38818,377.96274,80.076851,48.046108,3.3,0,232.72049,5.6854563,0,0,0
1303,198,12-Dec-61,1,22,1,4,6,7,4,426.28949,63.678284,337.92432,72.069168,4.8046112,0.5,0,316.1091,18.049322,0,0,0
312,61,9-Nov-61,1,32.799999,1,6,8,6,6,104.63947,404.12497,120.11527,24.023054,64.061478,3,0,66.292191,0,13.956251,1.3956251,0
494,82,25-Oct-61,1,56,1,0,2,7,0,163.38956,94.314049,204.19597,0,0,5,0,131.53766,6.406148,0,0,0
754,125,25-Oct-61,0,81,0,1,2,16,1,49.905033,0,45.643803,0,0,2,0,22.678907,0,0,0,0
648,131,12-Nov-61,1,30,1,3,5,9,3,147.00964,37.172832,232.22287,32.030739,16.015369,1,0,93.972084,1.8684598,0,9.7693758,1
939,171,6-Nov-61,1,20,1,2,3,8,2,248.1429,4.1303144,210.28181,56.053795,0,0,0,174.68575,3.4966893,0,0,0
678,104,11-Nov-61,1,28,1,4,6,8,4,236.73195,395.86432,223.41441,24.023054,0,2.5,0,226.78908,27.626513,0,0,1
179,9,3-Oct-61,1,27,1,3,5,9,3,162.16745,224.43761,506.88647,48.046108,0,1,0,145.28458,12.812296,0,0,0
1429,46,8-May-60,1,24,1,2,4,12,2,132.61755,91.907303,74.471474,0,48.046108,0.25,0,77.759575,16.244923,0,0,0
445,30,30-Nov-61,1,39,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1
918,15,15-Sep-61,1,43,1,2,4,8,2,314.91385,103.25787,317.90509,124.91988,0,1,0,116.43003,6.3661094,0,0,0
3,1,7-Sep-60,0,27,1,0,2,10,0,228.4745,33.042515,244.5547,80.076851,0,0,0,195.73642,27.786667,0,0,0
1113,137,26-Oct-61,1,31,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,102,6-Dec-61,1,48,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
827,169,8-Nov-61,1,30,1,6,8,8,6,144.14824,0,179.37215,0,0,1,0,124.8154,4.2707653,,1.3956251,1
617,41,17-Oct-61,1,29,1,5,7,9,5,194.71106,53.694088,61.178715,48.046108,0,0,0,129.23489,18.017292,0,0,0
1029,69,20-Oct-61,1,36,0,2,3,3,2,53.699909,4.1303144,65.663017,0,0,2.9000001,0,51.684647,6.6730709,0,0,0
1240,80,1-Oct-61,1,25,1,4,6,10,4,198.23215,693.96747,536.08246,27.22613,0,0,0,178.64001,31.229971,0,0,1
642,60,19-Sep-61,1,38,1,0,2,8,0,830.66083,8.2606287,42.440731,0,0,1.5,0,823.81427,2.6692283,,,0
306,51,27-Oct-61,1,34,1,6,10,8,6,114.82029,281.57883,323.51047,32.030739,0.1601537,2,0,58.267349,2.0019212,0,0,0
561,85,29-Oct-61,1,27,1,3,5,10,3,240.84828,67.12542,279.62836,0,96.092216,0.5,0,155.37961,1.8684598,0,0,0
622,132,3-Dec-61,1,19,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,85,25-Oct-61,0,61,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,74,17-Oct-61,1,28,1,9,12,8,9,48.705791,16.521257,216.20749,56.053795,0,2,0,29.54073,3.3365355,0,0,0
1250,266,15-Nov-61,1,47,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
227,48,14-Nov-61,1,22,1,4,7,9,4,133.45743,0,237.02748,0,0,4,0,101.76434,3.3365355,0,0,0
70,13,14-Nov-61,1,20,1,2,4,9,2,143.05424,30.635769,82.479156,28.827665,7.2069163,0,0,103.97408,0,0,0,0
480,36,23-Sep-61,1,28,1,4,6,10,4,76.646507,0,146.54063,0,0,0,0,65.222214,4.6711493,0,0,0
756,109,18-Aug-60,1,25,1,2,4,9,2,167.83154,0,135.65018,40.038425,0,0,0,139.91141,3.9237657,0,9.7693758,0
4,1,25-Jul-60,1,26,1,2,4,10,2,300.40448,0,104.90067,1.601537,0,0,0,104.32298,0,0,0,0
1301,51,18-May-60,1,30,1,5,7,10,5,96.824356,0,114.18959,48.046108,0,0,0,77.806099,0,0,0,1
1376,131,6-Dec-61,1,29,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
488,37,29-Nov-61,1,27,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,21,15-Sep-61,1,40,1,1,3,5,1,370.07346,363.50497,262.65207,40.038425,3.203074,2.25,0,321.74973,39.49123,0,0,1
83,17,14-Nov-61,1,37,1,6,9,4,6,287.18231,76.069229,111.62713,32.030739,19.218445,0,0,218.18274,4.2707653,,19.538752,0
886,186,12-Nov-61,0,35,0,0,1,8,0,105.89973,0,72.069168,0,11.210759,0.5,0,55.12719,4.8046117,34.890629,0,0
1297,236,6-Nov-61,0,30,0,1,2,10,1,64.90686,22.375139,137.73218,0,0,0,0,50.172722,0,0,0,0
232,49,29-Nov-61,0,36,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
229,46,10-Nov-61,1,58,0,0,2,1,0,223.0331,199.29549,144.61879,8.0076847,0,1.5,0,166.6609,3.7369196,6.9781256,0,0
576,34,17-Oct-61,1,45,1,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,29-Nov-61,0,39,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
563,54,26-Oct-61,1,34,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,211,11-Dec-61,1,25,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
808,142,1-Nov-61,1,46,1,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
750,68,19-Dec-61,1,29,1,3,5,12,3,274.97626,0,559.73718,48.046108,0,0,0,164.68376,0,0,0,0
765,63,7-Oct-61,1,35,1,5,7,7,5,144.53644,73.662476,194.90706,16.015369,3.203074,0,0,119.74463,22.741825,0,0,0
153,8,3-Sep-61,1,40,1,2,5,1,2,478.27008,365.22855,172.966,64.061478,8.0076847,1,0,466.23184,91.821457,0,2.442344,0
134,18,11-Nov-61,1,20,1,2,4,10,2,153.87453,547.32263,240.87117,64.061478,0,0.25,0,131.67723,16.447784,0,0,1
899,81,6-Oct-61,1,28,0,4,5,10,4,142.86092,75.386055,127.48235,0,0,0,0,119.55855,11.424297,0,0,0
233,8,13-Oct-61,1,48,1,3,7,9,3,204.1609,139.06433,494.23431,105.70144,4.8046112,0.75,0,120.90766,10.997221,0,0,0
